Category,Question,Response,Age,Gender,RaceEthnicity,RiskFactor,RiskFactorResponse,Sample_Size
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,65-79 years,All genders,"Hispanic, any race",All participants,Total,857
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,Male,"White, non-Hispanic",Hypertension,No,473
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,Male,"White, non-Hispanic",Hypertension,No,214
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,18-39 years,All genders,Other,All participants,Total,222
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,Male,"Hispanic, any race",Hypertension,Yes,167
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),12-17 years,All genders,"Black, non-Hispanic",Hypertension,No,2229
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),80 years and older,Male,"White, non-Hispanic",Hypertension,No,174
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,Female,Other,Smoking,Yes,54
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,All genders,"Hispanic, any race",Diabetes,Yes,273
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,Male,"Black, non-Hispanic",Smoking,No,528
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,65-79 years,All genders,All races,Diabetes,No,1103
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,Female,"Hispanic, any race",Hypertension,No,1736
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,80 years and older,Male,All races,Hypertension,No,289
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,12-17 years,All genders,All races,All participants,Total,7564
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,Male,"Hispanic, any race",Diabetes,No,574
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,12-17 years,Male,All races,All participants,Total,3838
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,65-79 years,All genders,"White, non-Hispanic",Diabetes,Yes,442
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,Female,"Black, non-Hispanic",Diabetes,No,330
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,Female,All races,Diabetes,No,1580
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,80 years and older,All genders,"Hispanic, any race",Smoking,Yes,57
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,12-17 years,Female,Other,All participants,Total,162
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Female,"Hispanic, any race",Hypertension,Yes,446
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Female,All races,Diabetes,Yes,134
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-79 years,All genders,"Black, non-Hispanic",Smoking,Yes,400
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Male,"White, non-Hispanic",All participants,Total,2123
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,12-17 years,Male,Other,Hypertension,No,141
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,65-79 years,Male,"Hispanic, any race",Hypertension,No,171
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,80 years and older,Male,"White, non-Hispanic",Smoking,No,200
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,Male,All races,Smoking,No,653
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,18-39 years,Female,"Black, non-Hispanic",All participants,Total,558
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,Female,"White, non-Hispanic",Smoking,Yes,213
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,65-79 years,Female,"Hispanic, any race",Smoking,No,370
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,Male,"White, non-Hispanic",Smoking,Yes,869
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,12-17 years,Male,"Black, non-Hispanic",Hypertension,No,1182
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,Female,"White, non-Hispanic",Smoking,No,1005
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Female,All races,Diabetes,No,1580
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Male,Other,Hypertension,Yes,61
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,18-39 years,All genders,"Hispanic, any race",Smoking,Yes,834
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),65-79 years,All genders,"White, non-Hispanic",All participants,Total,2206
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,Male,"Hispanic, any race",Smoking,Yes,341
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Male,"White, non-Hispanic",Smoking,Yes,852
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,All genders,All races,Smoking,No,5244
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,12-17 years,All genders,Other,Hypertension,No,299
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,12-17 years,Female,Other,All participants,Total,162
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,All genders,All races,Diabetes,Yes,1362
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,18-39 years,Male,"Black, non-Hispanic",Diabetes,No,447
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,40-64 years,All genders,"Hispanic, any race",Diabetes,Yes,450
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,40-64 years,All genders,"Hispanic, any race",All participants,Total,2331
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Male,"Black, non-Hispanic",Smoking,Yes,576
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,18-39 years,All genders,"White, non-Hispanic",Hypertension,Yes,453
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,80 years and older,Male,All races,Smoking,No,251
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,Male,"Hispanic, any race",Diabetes,No,96
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,40-64 years,Male,"Hispanic, any race",Smoking,No,490
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,80 years and older,Female,"White, non-Hispanic",Smoking,No,438
Blind or Difficulty Seeing,Percentage of people blind in both eyes,Yes,40-64 years,All genders,"White, non-Hispanic",All participants,Total,1908
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,40-64 years,Male,"Hispanic, any race",Smoking,Yes,694
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Male,"Hispanic, any race",Diabetes,No,384
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Male,"Hispanic, any race",Hypertension,Yes,372
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,80 years and older,Male,"White, non-Hispanic",Smoking,Yes,379
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,18-39 years,Female,"White, non-Hispanic",Smoking,Yes,914
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,All genders,"Black, non-Hispanic",Hypertension,Yes,687
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,65-79 years,All genders,All races,Diabetes,Yes,1039
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,40-64 years,Female,All races,Diabetes,Yes,667
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,12-17 years,All genders,"White, non-Hispanic",Diabetes,No,617
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,80 years and older,Female,All races,Hypertension,No,136
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,All genders,All races,Hypertension,No,7571
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,18-39 years,All genders,"Black, non-Hispanic",Diabetes,No,841
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),40-64 years,Male,Other,Smoking,No,60
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,80 years and older,Male,"White, non-Hispanic",Hypertension,No,187
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,Female,"Hispanic, any race",Smoking,Yes,406
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,40-64 years,Female,Other,Hypertension,Yes,82
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,12-17 years,Female,"Black, non-Hispanic",All participants,Total,1142
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,Male,All races,Diabetes,Yes,554
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,40-64 years,Female,"White, non-Hispanic",Hypertension,No,1332
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65-79 years,All genders,Other,Smoking,Yes,42
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,12-17 years,Male,"Black, non-Hispanic",Hypertension,No,1179
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,80 years and older,Female,"White, non-Hispanic",Diabetes,Yes,89
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,All genders,"Hispanic, any race",All participants,Total,2373
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,80 years and older,All genders,"Black, non-Hispanic",All participants,Total,190
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),80 years and older,All genders,All races,Diabetes,No,372
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,40-64 years,Female,Other,Hypertension,No,104
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-79 years,All genders,"White, non-Hispanic",Hypertension,Yes,1543
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,80 years and older,All genders,All races,Smoking,Yes,735
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80 years and older,Female,All races,Diabetes,Yes,159
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,18-39 years,Female,"White, non-Hispanic",All participants,Total,2266
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,40-64 years,All genders,"White, non-Hispanic",Diabetes,No,1535
Measured Visual Acuity,Presenting visual acuity,Presenting with monocular vision loss,12-17 years,Male,"Hispanic, any race",Hypertension,No,1461
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,65-79 years,Male,All races,Smoking,No,620
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,Female,"Black, non-Hispanic",All participants,Total,1026
Measured Visual Acuity,Best-corrected visual acuity,Monocular vision loss,65-79 years,Female,"Black, non-Hispanic",Diabetes,No,96
Measured Visual Acuity,Best-corrected visual acuity,Visual impairment,80 years and older,All genders,"Black, non-Hispanic",Hypertension,Yes,98
Measured Visual Acuity,Best-corrected visual acuity,Any vision loss,80 years and older,Male,"Hispanic, any race",Hypertension,Yes,40
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),18-39 years,Male,"Black, non-Hispanic",Smoking,No,478
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,18-39 years,Male,"Hispanic, any race",Smoking,No,612
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,40-64 years,Male,"Hispanic, any race",Smoking,Yes,694
Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,18-39 years,Male,Other,Hypertension,No,211
Measured Visual Acuity,Presenting visual acuity,Presenting with US-defined blindness,40-64 years,All genders,"Hispanic, any race",Smoking,No,1270
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),12-17 years,Female,"Hispanic, any race",Hypertension,No,1358
Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,80 years and older,All genders,All races,Hypertension,Yes,1198
Measured Visual Acuity,Best-corrected visual acuity,Normal vision,80 years and older,All genders,"White, non-Hispanic",Hypertension,Yes,823
Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,12-17 years,Male,All races,Hypertension,Yes,128
Measured Visual Acuity,Uncorrected Refractive Error (URE),Uncorrected refractive error (URE),65-79 years,Male,"Hispanic, any race",Diabetes,Yes,115
Measured Visual Acuity,Best-corrected visual acuity,US-defined blindness,18-39 years,All genders,All races,Diabetes,Yes,244
